,,,,PRODUCTO,,,,,,,,COSTO,,,,PRECIO,,,PROYECCION,,,,,,,VENTA REAL,,,,
MXNH42260480|Sd206 oro|US9,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,DELGADO CON BRILLANTITO BLANCO,ACERO,MUJER,ORO,$16.10,$0.20,$0.08,$0.05,,$16.43,$82.15,130,100,$16.43,$56.79,$41.79,,,,,,$16.43,-$8.22,-$2.46,-$5.75,$0.00
MXNH41112341|J1181-2,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,TIPO SOL FLOR CON CENTRO VERDE OJO DE GATO,ACERO,MUJER,ORO,$31.28,$0.20,$0.08,$0.05,,$31.61,$158.05,150,130,$31.61,$59.20,$49.20,,,,,,$31.61,-$15.81,-$4.74,-$11.06,$0.00
MX37194650|JR391-G7|Ajustable,PENDIENTE,NIHAOJEWELRY,15/04/2025,19/04/2025,ALAS QUE SE UNEN,ACERO,MUJER,ORO,$16.10,$0.20,$0.08,$0.05,,$16.43,$82.15,130,100,$16.43,$56.79,$41.79,,,,,,$16.43,-$8.22,-$2.46,-$5.75,$0.00
MXNH42260482|Sd206 plata|US4,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,DELGADO CON BRILLANTITO BLANCO,ACERO,MUJER,PLATA,$16.10,$0.20,$0.08,$0.05,,$16.43,$82.15,130,100,$16.43,$56.79,$41.79,,,,,,$16.43,-$8.22,-$2.46,-$5.75,$0.00
MXNH39749111|Anillo de oro,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,GRUESO CON DESTELLOS GRABADOS,ACERO,MUJER,ORO,$16.10,$0.20,$0.08,$0.05,,$16.43,$82.15,130,100,$16.43,$56.79,$41.79,,,,,,$16.43,-$8.22,-$2.46,-$5.75,$0.00
MXNH39094772|17 [Af103] anillo de oro de grano de arroz,PENDIENTE,NIHAOJEWELRY,15/04/2025,19/04/2025,CADENA COLGANTE,ACERO,MUJER,ORO,$23.69,$0.20,$0.08,$0.05,,$24.02,$120.10,150,130,$24.02,$62.99,$52.99,,,,,,$24.02,-$12.01,-$3.60,-$8.41,$0.00
MXNH42478232|Multicolor|Talla Única|PANTERA romana Numeral oro,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,BULGARI NEGRO,ACERO,MUJER,ORO,$23.69,$0.20,$0.08,$0.05,,$24.02,$120.10,150,130,$24.02,$62.99,$52.99,,,,,,$24.02,-$12.01,-$3.60,-$8.41,$0.00
MXNH36599664|3mm negro|8inch(20cm),OK,NIHAOJEWELRY,15/04/2025,19/04/2025,GRUESO CON DESTELLOS GRABADOS,ACERO,MUJER,PLATA,$10.58,$0.20,$0.08,$0.05,,$10.91,$54.55,130,100,$10.91,$59.55,$44.55,,,,,,$10.91,-$5.46,-$1.64,-$3.82,$0.00
MXNH42478233|Multicolor|Talla Única|Oro número romano diamante,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,BULGARI CON BRILLANTE,ACERO,MUJER,ORO,$19.55,$0.20,$0.08,$0.05,,$19.88,$99.40,130,100,$19.88,$55.06,$40.06,,,,,,$19.88,-$9.94,-$2.98,-$6.96,$0.00
MX37194665|JR417-S7|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,GRUESO PLISADO,ACERO,MUJER,PLATA,$10.58,$0.20,$0.08,$0.05,,$10.91,$54.55,130,100,$10.91,$59.55,$44.55,,,,,,$10.91,-$5.46,-$1.64,-$3.82,$0.00
MXNH42521643|Anillo de hoja dorada 3,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,DOS LINEAS DE BOLITAS CON HOJAS LARGAS,ACERO,MUJER,PLATA,$10.58,$0.20,$0.08,$0.05,,$10.91,$54.55,130,100,$10.91,$59.55,$44.55,,,,,,$10.91,-$5.46,-$1.64,-$3.82,$0.00
MX30447654|JDR202005,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,VIBORA QUE RODEA DEDO CABEZA Y CUERPO TEXTURA,ACERO,MUJER,ORO,$24.38,$0.20,$0.08,$0.05,,$24.71,$123.55,130,100,$24.71,$52.65,$37.65,,,,,,$24.71,-$12.36,-$3.71,-$8.65,$0.00
MXNH42602648|J1204-2,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,SOL FLOR,ACERO,MUJER,ORO,$24.15,$0.20,$0.08,$0.05,,$24.48,$122.40,150,130,$24.48,$62.76,$52.76,,,29/05/2025,FARO,200,$24.48,$87.76,$26.33,$61.43,$200.00
MXNH38368586|Oro|Talla Única|Mariposa abierta,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ALAS DE MARIPOSA QUE SE UNEN,ACERO,MUJER,ORO,$28.06,$0.20,$0.08,$0.05,,$28.39,$141.95,150,130,$28.39,$60.81,$50.81,,,,,,$28.39,-$14.20,-$4.26,-$9.94,$0.00
MXNH30701932|Oro-JR012|N. ° 7,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,LINEAS CRUZADAS PLANAS DORADAS,ACERO,MUJER,ORO,$16.56,$0.20,$0.08,$0.05,,$16.89,$84.45,130,100,$16.89,$56.56,$41.56,,,,,,$16.89,-$8.45,-$2.53,-$5.91,$0.00
MX33754010|YYR023071-2,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,TRES BOLITAS DIFERENTES QUE SE UNEN,ACERO,MUJER,ORO,$20.46,$0.20,$0.08,$0.05,,$20.79,$103.95,130,100,$20.79,$54.61,$39.61,,,18/05/2025,MULTI,130,$20.79,$54.61,$16.38,$38.22,$130.00
MX36411577|Oro,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,DOS LINEAS UNA LISA Y OTRA BOMBACHA,ACERO,MUJER,ORO,$16.79,$0.20,$0.08,$0.05,,$17.12,$85.60,130,100,$17.12,$56.44,$41.44,,,,,,$17.12,-$8.56,-$2.57,-$5.99,$0.00
MXNH40392045|Negro|Ajustable,PENDIENTE,NIHAOJEWELRY,15/04/2025,19/04/2025,CORAZON NEGRO,ACERO,MUJER,ORO,$20.24,$0.20,$0.08,$0.05,,$20.57,$102.85,130,100,$20.57,$54.72,$39.72,,,,,,$20.57,-$10.29,-$3.09,-$7.20,$0.00
MXNH42725245|Oro,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CURVA CON LINEAS QUE SE UNEN,ACERO,MUJER,ORO,$16.10,$0.20,$0.08,$0.05,,$16.43,$82.15,130,100,$16.43,$56.79,$41.79,,,,,,$16.43,-$8.22,-$2.46,-$5.75,$0.00
MXNH42725246|Color acero,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CURVA CON LINEAS QUE SE UNEN,ACERO,MUJER,PLATA,$10.58,$0.20,$0.08,$0.05,,$10.91,$54.55,130,100,$10.91,$59.55,$44.55,,,,,,$10.91,-$5.46,-$1.64,-$3.82,$0.00
MXNH42635860|Púrpura,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CUADRITO ROSA BRILLANTE RODEADO DORADO,ACERO,MUJER,ORO,$30.82,$0.20,$0.08,$0.05,,$31.15,$155.75,150,120,$31.15,$59.43,$44.43,,,,,,$31.15,-$15.58,-$4.67,-$10.90,$0.00
MXNH42635861|Blanco,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CUADRITO BLANCO BRILLANTE RODEADO DORADO,ACERO,MUJER,ORO,$30.82,$0.20,$0.08,$0.05,,$31.15,$155.75,150,120,$31.15,$59.43,$44.43,,,,,,$31.15,-$15.58,-$4.67,-$10.90,$0.00
MXNH42420630|Estrella,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ESTRELLITA CON BRILLANTITOS,ACERO,MUJER,ORO,$26.91,$0.20,$0.08,$0.05,,$27.24,$136.20,150,120,$27.24,$61.38,$46.38,,,,,,$27.24,-$13.62,-$4.09,-$9.53,$0.00
MX39825869|Negro|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,LINEAS ESTRELLA LUNA SOL NEGROS,ACERO,MUJER,ORO,$17.94,$0.20,$0.08,$0.05,,$18.27,$91.35,130,100,$18.27,$55.87,$40.87,,,18/05/2025,MULTI,120,$18.27,$50.87,$15.26,$35.61,$120.00
MXNH33173003|Anillo de acero en forma de V|No 7,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,DOS LINEAS V,ACERO,MUJER,PLATA,$10.35,$0.20,$0.08,$0.05,,$10.68,$53.40,130,100,$10.68,$59.66,$44.66,,,,,,$10.68,-$5.34,-$1.60,-$3.74,$0.00
MXNH33173002|Anillo dorado en forma de V|No 7,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,DOS LINEAS V,ACERO,MUJER,ORO,$16.10,$0.20,$0.08,$0.05,,$16.43,$82.15,130,100,$16.43,$56.79,$41.79,,,,,,$16.43,-$8.22,-$2.46,-$5.75,$0.00
MXNH33859037|208 de anillo de acero,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,SERPIENTE COLA EXTENDIDA,ACERO,MUJER,PLATA,$24.15,$0.20,$0.08,$0.05,,$24.48,$122.40,150,130,$24.48,$62.76,$52.76,,,,,,$24.48,-$12.24,-$3.67,-$8.57,$0.00
MXNH33859038|Anillo de oro 141,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,SERPIENTE COLA ENROSCADA CON TEXTURA,ACERO,MUJER,ORO,$20.24,$0.20,$0.08,$0.05,,$20.57,$102.85,130,100,$20.57,$54.72,$39.72,,,,,,$20.57,-$10.29,-$3.09,-$7.20,$0.00
MXNH30315708|Oro|Apertura ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,DOS PLUMAS QUE SE ENCUENTRAN,ACERO,MUJER,ORO,$11.04,$0.20,$0.08,$0.05,,$11.37,$56.85,130,100,$11.37,$59.32,$44.32,,,,,,$11.37,-$5.69,-$1.71,-$3.98,$0.00
MXNH30315707|Plata|Apertura ajustable,PENDIENTE,NIHAOJEWELRY,15/04/2025,19/04/2025,DOS PLUMAS QUE SE ENCUENTRAN,ACERO,MUJER,PLATA,$8.97,$0.20,$0.08,$0.05,,$9.30,$46.50,130,100,$9.30,$60.35,$45.35,,,21/05/2025,FARO,130,$9.30,$60.35,$18.11,$42.25,$130.00
MXNH33859036|Anillo de oro 208,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,SERPIENTE COLA EXTENDIDA,ACERO,MUJER,ORO,$26.91,$0.20,$0.08,$0.05,,$27.24,$136.20,150,130,$27.24,$61.38,$51.38,,,24/05/2025,CRITERIUM,150,$27.24,$61.38,$18.41,$42.97,$150.00
MX32540334|Amor [Pavo Real Verde]],OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CORAZON VERDE BRILLANTE,ACERO,MUJER,ORO,$30.82,$0.20,$0.08,$0.05,,$31.15,$155.75,150,130,$31.15,$59.43,$49.43,,,,,,$31.15,-$15.58,-$4.67,-$10.90,$0.00
MXNH40722710|Anillo de oro,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,LINEAS ESTRELLA LUNA SOL ROSAS,ACERO,MUJER,ORO,$25.99,$0.20,$0.08,$0.05,,$26.32,$131.60,150,130,$26.32,$61.84,$51.84,,,17/05/2025,MULTI,120,$26.32,$46.84,$14.05,$32.79,$120.00
MXNH32484361|Anillo de diamante dorado de seis garras|N. ° 6,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,DELGADO CON BRILLANTITO BLANCO,ACERO,MUJER,ORO,$15.64,$0.20,$0.08,$0.05,,$15.97,$79.85,130,100,$15.97,$57.02,$42.02,,,,,,$15.97,-$7.99,-$2.40,-$5.59,$0.00
MXNH40470980|Multicolor|Estilo 4,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CORAZON RELLENO BLANCO,ACERO,MUJER,ORO,$28.29,$0.20,$0.08,$0.05,,$28.62,$143.10,150,130,$28.62,$60.69,$50.69,,,,,,$28.62,-$14.31,-$4.29,-$10.02,$0.00
MX34563133|Oro|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CORAZONES SEGUIDOS DORADOS,ACERO,MUJER,ORO,$10.81,$0.20,$0.08,$0.05,,$11.14,$55.70,130,100,$11.14,$59.43,$44.43,,,,,,$11.14,-$5.57,-$1.67,-$3.90,$0.00
MXNH33859059|142 de anillo de acero,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,GING KO PLATA,ACERO,MUJER,PLATA,$17.25,$0.20,$0.08,$0.05,,$17.58,$87.90,130,100,$17.58,$56.21,$41.21,,,,,,$17.58,-$8.79,-$2.64,-$6.15,$0.00
MXNH33859057|Anillo de acero 089,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,LINEAS EN CURVA CRUZADAS,ACERO,MUJER,PLATA,$18.40,$0.20,$0.08,$0.05,,$18.73,$93.65,130,100,$18.73,$55.64,$40.64,,,,,,$18.73,-$9.37,-$2.81,-$6.56,$0.00
MXNH33859059|142 de anillo de acero,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,GING KO ORO,ACERO,MUJER,ORO,$20.70,$0.20,$0.08,$0.05,,$21.03,$105.15,130,100,$21.03,$54.49,$39.49,,,,,,$21.03,-$10.52,-$3.15,-$7.36,$0.00
MXNH33859057|Anillo de acero 089,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,LINEAS EN CURVA CRUZADAS,ACERO,MUJER,ORO,$21.16,$0.20,$0.08,$0.05,,$21.49,$107.45,130,100,$21.49,$54.26,$39.26,,,,,,$21.49,-$10.75,-$3.22,-$7.52,$0.00
MXNH41593784|Plata|Talla Única|Piezas,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,OVALO DOBLADO CON LINEAS,ACERO,MUJER,PLATA,$25.30,$0.20,$0.08,$0.05,,$25.63,$128.15,130,100,$25.63,$52.19,$37.19,,,,,,$25.63,-$12.82,-$3.84,-$8.97,$0.00
MX31478733|Plata|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CORAZONES SEGUIDOS PLATA,ACERO,MUJER,PLATA,$10.81,$0.20,$0.08,$0.05,,$11.14,$55.70,130,100,$11.14,$59.43,$44.43,,,,,,$11.14,-$5.57,-$1.67,-$3.90,$0.00
MX31478734|Oro|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CORAZONES SEGUIDOS DORADOS,ACERO,MUJER,ORO,$15.87,$0.20,$0.08,$0.05,,$16.20,$81.00,130,100,$16.20,$56.90,$41.90,,,,,,$16.20,-$8.10,-$2.43,-$5.67,$0.00
MXNH30702030|Oro-JR146|N. ° 7,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CUADRO CIRCULO HUECOS DORADOS,ACERO,MUJER,ORO,$16.56,$0.20,$0.08,$0.05,,$16.89,$84.45,130,100,$16.89,$56.56,$41.56,,,,,,$16.89,-$8.45,-$2.53,-$5.91,$0.00
MXNH32621822|02,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CONJUNTO ANILLO Y BRAZALETE PLATA PUNTAS DORADAS,ACERO,MUJER,BICOLOR,$20.00,$0.20,$0.08,$0.05,,$20.33,$101.65,130,100,$20.33,$54.84,$39.84,,,,,,$20.33,-$10.17,-$3.05,-$7.12,$0.00
MXNH42043733|Qyf145 brillante serpiente anillo de acero Color,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,VIBORA SENCILLA PLATA,ACERO,MUJER,PLATA,$12.19,$0.20,$0.08,$0.05,,$12.52,$62.60,130,100,$12.52,$58.74,$43.74,,,,,,$12.52,-$6.26,-$1.88,-$4.38,$0.00
MXNH36389560|Corazón rojo,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CORAZON GRANDE OJO PUNTO VERDE,ACERO,MUJER,ORO,$40.44,$0.20,$0.08,$0.05,,$40.77,$203.85,180,150,$40.77,$69.62,$54.62,,,,,,$40.77,-$20.39,-$6.12,-$14.27,$0.00
MX35128656|JR321-Color acero|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,HOJAS QUE SE UNEN,ACERO,MUJER,PLATA,$9.89,$0.20,$0.08,$0.05,,$10.22,$51.10,130,100,$10.22,$59.89,$44.89,,,30/04/2025,FARO,150,$10.22,$69.89,$20.97,$48.92,$150.00
MXNH42043738|Qyf51 anillo hueco Irregular Color acero,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CUADRO Y BOLA QUE SE UNEN,ACERO,MUJER,PLATA,$12.19,$0.20,$0.08,$0.05,,$12.52,$62.60,130,100,$12.52,$58.74,$43.74,,,16/05/2025,MULTI,130,$12.52,$58.74,$17.62,$41.12,$130.00
MXNH37065075|Plata|9,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CORONA CON CORAZON,ACERO,MUJER,PLATA,$10.12,$0.20,$0.08,$0.05,,$10.45,$52.25,130,100,$10.45,$59.78,$44.78,,,,,,$10.45,-$5.23,-$1.57,-$3.66,$0.00
MXNH37065074|Plata|8,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CORONA CON CORAZON,ACERO,MUJER,PLATA,$10.12,$0.20,$0.08,$0.05,,$10.45,$52.25,130,100,$10.45,$59.78,$44.78,,,,,,$10.45,-$5.23,-$1.57,-$3.66,$0.00
MXNH35686061|Oro 2,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,DOS LINEAS CRUZADAS DORADA,ACERO,MUJER,ORO,$16.10,$0.20,$0.08,$0.05,,$16.43,$82.15,130,100,$16.43,$56.79,$41.79,,,17/05/2025,MULTI,120,$16.43,$51.79,$15.54,$36.25,$120.00
MXNH35686061|Oro 2,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,DOS LINEAS CRUZADAS DORADA,ACERO,MUJER,ORO,$16.10,$0.20,$0.08,$0.05,,$16.43,$82.15,130,100,$16.43,$56.79,$41.79,,,,,,$16.43,-$8.22,-$2.46,-$5.75,$0.00
MXNH37065073|Plata|7,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CORONA CON CORAZON,ACERO,MUJER,PLATA,$10.12,$0.20,$0.08,$0.05,,$10.45,$52.25,130,100,$10.45,$59.78,$44.78,,,,,,$10.45,-$5.23,-$1.57,-$3.66,$0.00
MXNH37065072|Plata|6,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CORONA CON CORAZON,ACERO,MUJER,PLATA,$10.12,$0.20,$0.08,$0.05,,$10.45,$52.25,130,100,$10.45,$59.78,$44.78,,,,,,$10.45,-$5.23,-$1.57,-$3.66,$0.00
MX37194707|JR415-S7|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,LINEAS EN BOLA QUE SE UNEN HACIA ARRIBA Y ABAJO,ACERO,MUJER,PLATA,$10.12,$0.20,$0.08,$0.05,,$10.45,$52.25,130,100,$10.45,$59.78,$44.78,,,31/05/2025,TAJAMAR,100,$10.45,$44.78,$13.43,$31.34,$100.00
MXNH41325148|Oro|Anillos,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,LINEAS EN BOLA QUE SE UNEN HACIA ARRIBA Y ABAJO,ACERO,MUJER,ORO,$16.10,$0.20,$0.08,$0.05,,$16.43,$82.15,130,100,$16.43,$56.79,$41.79,,,,,,$16.43,-$8.22,-$2.46,-$5.75,$0.00
MX37194675|JR335-S7|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,TRES LINEAS EN V,ACERO,MUJER,PLATA,$10.81,$0.20,$0.08,$0.05,,$11.14,$55.70,130,100,$11.14,$59.43,$44.43,,,,,,$11.14,-$5.57,-$1.67,-$3.90,$0.00
MXNH33580068|Oro|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CUADRO ABIERTO Y LINEA QUE SE UNEN,ACERO,MUJER,ORO,$16.10,$0.20,$0.08,$0.05,,$16.43,$82.15,130,100,$16.43,$56.79,$41.79,,,,,,$16.43,-$8.22,-$2.46,-$5.75,$0.00
MXNH38311693|Plata 678|N ° 5,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,TREBOL CHICO NEGRO,ACERO,MUJER,PLATA,$12.65,$0.20,$0.08,$0.05,,$12.98,$64.90,130,100,$12.98,$58.51,$43.51,,,18/05/2025,MULTI,130,$12.98,$58.51,$17.55,$40.96,$130.00
MXNH38311696|Plata 678|N ° 8,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,TREBOL CHICO NEGRO,ACERO,MUJER,PLATA,$12.65,$0.20,$0.08,$0.05,,$12.98,$64.90,130,100,$12.98,$58.51,$43.51,,,,,,$12.98,-$6.49,-$1.95,-$4.54,$0.00
MXNH38311695|Plata 678|N ° 7,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,TREBOL CHICO NEGRO,ACERO,MUJER,PLATA,$12.65,$0.20,$0.08,$0.05,,$12.98,$64.90,130,100,$12.98,$58.51,$43.51,,,,,,$12.98,-$6.49,-$1.95,-$4.54,$0.00
MXNH38311697|Plata 678|N ° 9,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,TREBOL CHICO NEGRO,ACERO,MUJER,ORO,$12.65,$0.20,$0.08,$0.05,,$12.98,$64.90,130,100,$12.98,$58.51,$43.51,,,,,,$12.98,-$6.49,-$1.95,-$4.54,$0.00
MXNH40136449|18K oro Real con flor A- 1033,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,FLOR GIGANTE DE ARETES,ACERO,MUJER,ORO,$21.85,$0.20,$0.08,$0.05,,$22.18,$110.90,130,100,$22.18,$53.91,$38.91,,,,,,$22.18,-$11.09,-$3.33,-$7.76,$0.00
MXNH42390304|Anillo de oro,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,OVALO PERLA RODEADO DE ENLAZADO DORADO,ACERO,MUJER,ORO,$26.91,$0.20,$0.08,$0.05,,$27.24,$136.20,150,130,$27.24,$61.38,$51.38,,,,,,$27.24,-$13.62,-$4.09,-$9.53,$0.00
MXNH42095955|Amarillo dorado,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,OVALO NEGRO,ACERO,MUJER,ORO,$28.06,$0.20,$0.08,$0.05,,$28.39,$141.95,150,130,$28.39,$60.81,$50.81,,,,,,$28.39,-$14.20,-$4.26,-$9.94,$0.00
MXNH41893635|Oro|Estilo 9,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ESTRELLAS CONCHA CON PERLITA,ACERO,MUJER,ORO,$25.76,$0.20,$0.08,$0.05,,$26.09,$130.45,150,130,$26.09,$61.96,$51.96,,,23/05/2025,CRITERIUM,150,$26.09,$61.96,$18.59,$43.37,$150.00
MXNH42043770|Anillo de línea trenzada Color acero Qyf221,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,DOS LINEAS ONDULADAS,ACERO,MUJER,PLATA,$12.19,$0.20,$0.08,$0.05,,$12.52,$62.60,130,100,$12.52,$58.74,$43.74,,,,,,$12.52,-$6.26,-$1.88,-$4.38,$0.00
MX37194693|JR412-S7|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ONDA GRUESA,ACERO,MUJER,PLATA,$10.58,$0.20,$0.08,$0.05,,$10.91,$54.55,130,100,$10.91,$59.55,$44.55,,,,,,$10.91,-$5.46,-$1.64,-$3.82,$0.00
MXNH39749154|Anillo de oro,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,ANILLO GRUESO QUE SE UNE EN EL CENTRO HACIA ARRIBA,ACERO,MUJER,PLATA,$10.58,$0.20,$0.08,$0.05,,$10.91,$54.55,130,100,$10.91,$59.55,$44.55,,,,,,$10.91,-$5.46,-$1.64,-$3.82,$0.00
MXNH41752351|J1208-2,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CUERNITO,ACERO,MUJER,ORO,$28.58,$0.20,$0.08,$0.05,,$28.91,$144.55,150,130,$28.91,$60.55,$50.55,,,,,,$28.91,-$14.46,-$4.34,-$10.12,$0.00
MXNH41949493|Plata|Anillos,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,FLORES SEGUIDAS LARGAS,ACERO,MUJER,PLATA,$10.58,$0.20,$0.08,$0.05,,$10.91,$54.55,130,100,$10.91,$59.55,$44.55,,,,,,$10.91,-$5.46,-$1.64,-$3.82,$0.00
MXNH40722749|Anillo de acero,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,DOS LINEAS ONDULADAS PARALELAS,ACERO,MUJER,PLATA,$10.81,$0.20,$0.08,$0.05,,$11.14,$55.70,130,100,$11.14,$59.43,$44.43,,,,,,$11.14,-$5.57,-$1.67,-$3.90,$0.00
MX35128687|JR274-Color acero|Ajustable,OK,NIHAOJEWELRY,15/04/2025,19/04/2025,CURVA CON PALO HACIA ARRIBA,ACERO,MUJER,PLATA,$10.81,$0.20,$0.08,$0.05,,$11.14,$55.70,130,100,$11.14,$59.43,$44.43,,,,,,$11.14,-$5.57,-$1.67,-$3.90,$0.00
,NUEVO,ALIEXPRESS,20/04/2025,05/05/2025,PANDORA CORAZON ROSA,PLATA,MUJER,PLATA,$37.90,$0.20,$0.08,$0.05,,$38.23,$191.15,400,350,$38.23,$180.89,$155.89,,,16/05/2025,MULTI,250,$38.23,$105.89,$31.77,$74.12,$250.00
,NUEVO,ALIEXPRESS,20/04/2025,05/05/2025,PANDORA CORAZON ROSA,PLATA,MUJER,GOLDENROSE,$37.90,$0.20,$0.08,$0.05,,$38.23,$191.15,400,350,$38.23,$180.89,$155.89,,,18/05/2025,MULTI,250,$38.23,$105.89,$31.77,$74.12,$250.00
,NUEVO,ALIEXPRESS,20/04/2025,05/05/2025,PANDORA CORAZON ROJO,PLATA,MUJER,PLATA,$34.90,$0.20,$0.08,$0.05,,$35.23,$176.15,400,350,$35.23,$182.39,$157.39,,,18/05/2025,MULTI,250,$35.23,$107.39,$32.22,$75.17,$250.00
MXNH42122603|Multicolor-amarillo dorado,NUEVO,NIHAOJEWELRY,20/05/2025,26/05/2025,DOS ESTRELLAS DE MAR QUE SE UNEN,ACERO,MUJER,ORO,$18.93,$0.20,$0.08,$0.05,,$19.26,$96.30,150,130,$19.26,$65.37,$55.37,,,,,,$19.26,-$9.63,-$2.89,-$6.74,$0.00
MXNH42122603|Multicolor-amarillo dorado,NUEVO,NIHAOJEWELRY,20/05/2025,26/05/2025,DOS ESTRELLAS DE MAR QUE SE UNEN,ACERO,MUJER,ORO,$18.93,$0.20,$0.08,$0.05,,$19.26,$96.30,150,130,$19.26,$65.37,$55.37,,,,,,$19.26,-$9.63,-$2.89,-$6.74,$0.00
MXNH42122603|Multicolor-amarillo dorado,NUEVO,NIHAOJEWELRY,20/05/2025,26/05/2025,DOS ESTRELLAS DE MAR QUE SE UNEN,ACERO,MUJER,ORO,$18.93,$0.20,$0.08,$0.05,,$19.26,$96.30,150,130,$19.26,$65.37,$55.37,,,,,,$19.26,-$9.63,-$2.89,-$6.74,$0.00
MXNH42122603|Multicolor-amarillo dorado,NUEVO,NIHAOJEWELRY,20/05/2025,26/05/2025,DOS ESTRELLAS DE MAR QUE SE UNEN,ACERO,MUJER,ORO,$18.93,$0.20,$0.08,$0.05,,$19.26,$96.30,150,130,$19.26,$65.37,$55.37,,,,,,$19.26,-$9.63,-$2.89,-$6.74,$0.00
MXNH42122603|Multicolor-amarillo dorado,NUEVO,NIHAOJEWELRY,20/05/2025,26/05/2025,DOS ESTRELLAS DE MAR QUE SE UNEN,ACERO,MUJER,ORO,$18.93,$0.20,$0.08,$0.05,,$19.26,$96.30,150,130,$19.26,$65.37,$55.37,,,,,,$19.26,-$9.63,-$2.89,-$6.74,$0.00
MXNH42122603|Multicolor-amarillo dorado,NUEVO,NIHAOJEWELRY,20/05/2025,26/05/2025,DOS ESTRELLAS DE MAR QUE SE UNEN,ACERO,MUJER,ORO,$18.93,$0.20,$0.08,$0.05,,$19.26,$96.30,150,130,$19.26,$65.37,$55.37,,,,,,$19.26,-$9.63,-$2.89,-$6.74,$0.00
